car type,price,mileage,gear_type,year,cynlinder,date
Mercedes-Benz  G-Class  63 AMG,625000.0,57000.0,Automatic,2019,8,2023-03-01 00:00:00
Toyota  Land Cruiser  GX,130000.0,198000.0,Automatic,2017,6,2023-03-01 00:00:00
Nissan  Patrol  GL-V,38000.0,180000.0,Manual,2007,6,2023-03-01 00:00:00
Nissan  Patrol  LE,183000.0,44000.0,Automatic,2021,8,2023-03-01 00:00:00
Lexus  LX  570 S,328000.0,90000.0,Automatic,2020,8,2023-03-01 00:00:00
Toyota  Land Cruiser  GXR- Grand Touring,240000.0,74000.0,Automatic,2021,8,2023-03-01 00:00:00
Lexus  LX  570 S,259000.0,80000.0,Automatic,2018,8,2023-03-01 00:00:00
Mercedes-Benz  S-Class  450,260000.0,55000.0,Automatic,2019,6,2023-03-01 00:00:00
Mercedes-Benz  S-Class  500,26000.0,207000.0,Automatic,2007,8,2023-03-01 00:00:00
Toyota  Land Cruiser  VXR,49000.0,300000.0,Manual,2006,8,2023-03-01 00:00:00
Nissan  Patrol  SE,75000.0,280000.0,Automatic,2016,8,2023-03-01 00:00:00
Land Rover  Evoque,93000.0,85000.0,Automatic,2018,4,2023-03-01 00:00:00
Land Rover  Range Rover  Sport Super charged,70000.0,77000.0,Automatic,2012,8,2023-03-01 00:00:00
Mercedes-Benz  A-Class  250,150000.0,9000.0,Automatic,2019,4,2023-03-01 00:00:00
Toyota  Land Cruiser  GXR,118000.0,235000.0,Automatic,2016,8,2023-03-01 00:00:00
Mercedes-Benz  G-Class  63 AMG,590000.0,47000.0,Automatic,2019,8,2023-03-01 00:00:00
Mitsubishi  Fuso Canter,119000.0,6000.0,Manual,2020,4,2023-03-01 00:00:00
Cadillac  Escalade,98000.0,138000.0,Automatic,2015,8,2023-03-01 00:00:00
Ford  F  150,193000.0,26000.0,Automatic,2021,6,2023-03-01 00:00:00
GMC  Sierra  SLE,68000.0,193000.0,Automatic,2014,8,2023-03-01 00:00:00
Toyota  Camry  GLE,75000.0,49000.0,Automatic,2020,4,2023-03-01 00:00:00
Toyota  Land Cruiser  VXR- Grand Touring S,198000.0,130000.0,Automatic,2018,8,2023-03-01 00:00:00
Mercedes-Benz  S-Class  450,479000.0,27000.0,Automatic,2021,6,2023-03-01 00:00:00
Toyota  Land Cruiser  GXR,80000.0,346000.0,Automatic,2014,8,2023-03-01 00:00:00
GMC  Yukon  XL,98000.0,38000.0,Automatic,2015,8,2023-03-01 00:00:00
BMW  5-Series  520i,48000.0,120000.0,Automatic,2014,4,2023-03-01 00:00:00
Lexus  LX  570 S Black Edition,370000.0,70000.0,Automatic,2021,8,2023-03-01 00:00:00
Toyota  Land Cruiser  G,65000.0,218000.0,Automatic,2010,6,2023-03-01 00:00:00
Toyota  Land Cruiser  GXR- Grand Touring,218000.0,85000.0,Automatic,2021,8,2023-03-01 00:00:00
Volkswagen  Caddy,255000.0,700.0,Automatic,2019,4,2023-03-01 00:00:00
Toyota  FJ Cruiser,79000.0,103000.0,Automatic,2014,6,2023-03-01 00:00:00
Land Rover  Range Rover  Sport Super charged,159000.0,98000.0,Automatic,2016,8,2023-03-15 00:00:00
Nissan  Patrol  SE,110000.0,123000.0,Automatic,2017,8,2023-03-15 00:00:00
Chevrolet  Tahoe,108000.0,211000.0,Automatic,2018,8,2023-03-15 00:00:00
Mini  Cooper  S,98000.0,34000.0,Automatic,2020,4,2023-03-15 00:00:00
Mercedes-Benz  G-Class  63 Brabus,728000.0,100000.0,Automatic,2019,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,192000.0,101000.0,Automatic,2018,8,2023-03-15 00:00:00
Nissan  Juke  Turbo,40000.0,94000.0,Automatic,2014,4,2023-03-15 00:00:00
Cadillac  SRX  4,51000.0,133000.0,Automatic,2014,6,2023-03-15 00:00:00
Nissan  Patrol  SE,65000.0,110000.0,Automatic,2013,8,2023-03-15 00:00:00
Nissan  Patrol  SE,69000.0,199000.0,Automatic,2014,8,2023-03-15 00:00:00
Mercedes-Benz  S-Class  450,249000.0,80000.0,Automatic,2018,6,2023-03-15 00:00:00
Mercedes-Benz  E-Class  400,150000.0,86000.0,Automatic,2017,6,2023-03-15 00:00:00
Jeep  Wrangler  Sahara,130000.0,14000.0,Automatic,2014,6,2023-03-15 00:00:00
Tesla  Roadster,365000.0,10000.0,Automatic,2011,0,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,185000.0,238000.0,Automatic,2017,8,2023-03-15 00:00:00
Jeep  Grand Cherokee  Limited,69000.0,110000.0,Automatic,2015,8,2023-03-15 00:00:00
Lexus  RX  350,73000.0,107000.0,Automatic,2015,6,2023-03-15 00:00:00
Land Rover  Range Rover  Sport Super charged,99000.0,147000.0,Automatic,2014,8,2023-03-15 00:00:00
Mercedes-Benz  CLS  350,50000.0,50000.0,Automatic,2013,6,2023-03-15 00:00:00
Lexus  NX  300,115000.0,93000.0,Automatic,2019,4,2023-03-15 00:00:00
Kia  Sportage  2.0,72500.0,76500.0,Automatic,2021,4,2023-03-15 00:00:00
Volkswagen  T-Roc,45000.0,67500.0,Automatic,2013,6,2023-03-15 00:00:00
,120000.0,265000.0,Automatic,2015,8,2023-03-15 00:00:00
,70000.0,15000.0,Automatic,2013,6,2023-03-15 00:00:00
,70000.0,92000.0,Automatic,2014,8,2023-03-15 00:00:00
,210000.0,152000.0,Automatic,2018,8,2023-03-15 00:00:00
,195000.0,80000.0,Automatic,2018,8,2023-03-15 00:00:00
,145000.0,220000.0,Automatic,2016,8,2023-03-15 00:00:00
,153000.0,117300.0,Automatic,2016,8,2023-03-15 00:00:00
,155000.0,289500.0,Automatic,2016,8,2023-03-15 00:00:00
,55000.0,180000.0,Automatic,2014,6,2023-03-15 00:00:00
,49500.0,81000.0,Automatic,2011,6,2023-03-15 00:00:00
,385000.0,59000.0,Automatic,2021,8,2023-03-15 00:00:00
,145000.0,75000.0,Automatic,2018,6,2023-03-15 00:00:00
,65000.0,54000.0,Automatic,2013,6,2023-03-15 00:00:00
,65000.0,313666.0,Automatic,2008,8,2023-03-15 00:00:00
Maserati  Ghibli,115000.0,45000.0,Automatic,2016,6,2023-03-15 00:00:00
Nissan  Patrol  Safari,34000.0,381000.0,Automatic,2005,6,2023-03-15 00:00:00
Land Rover  Defender  90 First Edition,279000.0,14000.0,Automatic,2021,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR- Grand Touring,220000.0,106000.0,Automatic,2020,8,2023-03-15 00:00:00
Renault  Dokker,18000.0,193000.0,Automatic,2017,4,2023-03-15 00:00:00
Land Rover  Range Rover  Vogue Super charged,157000.0,146000.0,Automatic,2017,8,2023-03-15 00:00:00
Lexus  LX  570 S,288000.0,90000.0,Automatic,2018,8,2023-03-15 00:00:00
Nissan  Navara,39500.0,131727.0,Manual,2016,4,2023-03-15 00:00:00
Lincoln  MKS,42000.0,55000.0,Automatic,2015,6,2023-03-15 00:00:00
Mercedes-Benz  GLE  450,310000.0,24173.0,Automatic,2021,6,2023-03-15 00:00:00
Land Rover  Range Rover  Sport Super charged,115000.0,128000.0,Automatic,2014,8,2023-03-15 00:00:00
Porsche  Cayenne  S,147000.0,66000.0,Automatic,2016,6,2023-03-15 00:00:00
Mercedes-Benz  G-Class  63 AMG,615000.0,57000.0,Automatic,2019,8,2023-03-15 00:00:00
Cadillac  Escalade  Platinum,179000.0,86000.0,Automatic,2018,8,2023-03-15 00:00:00
Land Rover  Range Rover  Vogue SE,179000.0,102000.0,Automatic,2017,8,2023-03-15 00:00:00
Mercedes-Benz  S-Class  450,260000.0,55000.0,Automatic,2019,6,2023-03-15 00:00:00
Audi  A8  L,259000.0,25000.0,Automatic,2019,8,2023-03-15 00:00:00
BMW  M-Series  6 Gran Coupe,359999.0,79000.0,Automatic,2014,8,2023-03-15 00:00:00
Ferrari  Portofino,979999.0,52500.0,F-1,2019,8,2023-03-15 00:00:00
Lamborghini  Urus,379999.0,28300.0,Automatic,2020,8,2023-03-15 00:00:00
BMW  M-Series  3 Competition,309999.0,10500.0,Automatic,2021,6,2023-03-15 00:00:00
Land Rover  Defender  First Edition,739999.0,62000.0,Automatic,2020,6,2023-03-15 00:00:00
Mclaren  765 LT,849999.0,4500.0,Automatic,2021,8,2023-03-15 00:00:00
Bentley  Bentayga,869999.0,16800.0,Automatic,2021,8,2023-03-15 00:00:00
KTM  X-Bow / GT,349999.0,10200.0,Manual,2016,4,2023-03-15 00:00:00
BMW  7-Series  740 Li,319999.0,22300.0,Automatic,2021,6,2023-03-15 00:00:00
Dodge  Durango  GT,89999.0,89800.0,Automatic,2017,8,2023-03-15 00:00:00
Porsche  Cayenne  S,299999.0,37350.0,Automatic,2019,6,2023-03-15 00:00:00
BMW  7-Series  730 Li,79999.0,82300.0,Automatic,2015,6,2023-03-15 00:00:00
Kia  Cerato  1.6 EX,59999.0,27900.0,Automatic,2020,4,2023-03-15 00:00:00
Chevrolet  Blazer  RS,139999.0,18200.0,Automatic,2021,6,2023-03-15 00:00:00
Nissan  Patrol  Nismo,289999.0,43200.0,Automatic,2021,8,2023-03-15 00:00:00
Dodge  Ram  Limited,189999.0,42500.0,Automatic,2020,8,2023-03-15 00:00:00
Audi  S  3,64999.0,107700.0,Automatic,2016,4,2023-03-15 00:00:00
Mercedes-Benz  S-Class  400,129999.0,75800.0,Automatic,2015,6,2023-03-15 00:00:00
BMW  X-Series  X6,119999.0,111400.0,Automatic,2018,6,2023-03-15 00:00:00
Hummer  H1,319999.0,2700.0,Automatic,2003,8,2023-03-15 00:00:00
Mercedes-Benz  C-Class  200,134999.0,72500.0,Automatic,2019,4,2023-03-15 00:00:00
BMW  6-Series  650i,114999.0,86900.0,Automatic,2016,8,2023-03-15 00:00:00
Lexus  LX  570 S,299999.0,46200.0,Automatic,2018,8,2023-03-15 00:00:00
Mercedes-Benz  S-Class  450AMG,249999.0,76000.0,Automatic,2018,6,2023-03-15 00:00:00
Mercedes-Benz  GLE  400,89999.0,135000.0,Automatic,2016,6,2023-03-15 00:00:00
GMC  Terrain  SLE,52999.0,92800.0,Automatic,2018,4,2023-03-15 00:00:00
Nissan  Patrol  Platinum,198000.0,49000.0,Automatic,2021,6,2023-03-15 00:00:00
Mercedes-Benz  S-Class  450,275000.0,35000.0,Automatic,2018,6,2023-03-15 00:00:00
Land Rover  Range Rover  Vogue Super charged,55000.0,157000.0,Automatic,2010,8,2023-03-15 00:00:00
Suzuki  Jimny,99000.0,17000.0,Manual,2021,4,2023-03-15 00:00:00
Porsche  Cayenne,235000.0,92000.0,Automatic,2019,6,2023-03-15 00:00:00
Bentley  Continental  Flying Spur,245000.0,30000.0,Automatic,2015,8,2023-03-15 00:00:00
Rolls-Royce  Wraith,645000.0,54000.0,Automatic,2016,8,2023-03-15 00:00:00
Jaguar  XJ  L,79000.0,48000.0,Automatic,2014,6,2023-03-15 00:00:00
Porsche  Panamera,99000.0,117000.0,Automatic,2014,8,2023-03-15 00:00:00
Bentley  Bentayga  First Edition,870000.0,10000.0,Automatic,2021,8,2023-03-15 00:00:00
Jeep  Wrangler,135000.0,32000.0,Automatic,2015,6,2023-03-15 00:00:00
BMW  X-Series  X5,99000.0,149000.0,Automatic,2014,8,2023-03-15 00:00:00
Dodge  Ram  Limited,199000.0,31000.0,Automatic,2021,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,237000.0,69000.0,Automatic,2021,8,2023-03-15 00:00:00
Cadillac  Escalade,188000.0,52000.0,Automatic,2018,8,2023-03-15 00:00:00
Lexus  LX  570,215000.0,155000.0,Automatic,2016,8,2023-03-15 00:00:00
Chevrolet  Suburban,98000.0,112000.0,Automatic,2014,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,151000.0,315000.0,Automatic,2016,8,2023-03-15 00:00:00
Lexus  ES  300h,159000.0,14000.0,Automatic,2020,4,2023-03-15 00:00:00
Chevrolet  Tahoe,104000.0,105000.0,Automatic,2016,8,2023-03-15 00:00:00
Lexus  LX  570,265000.0,120000.0,Automatic,2017,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GX,58000.0,426000.0,Automatic,2009,6,2023-03-15 00:00:00
Audi  RSQ8,430000.0,56000.0,Automatic,2020,8,2023-03-15 00:00:00
Lexus  LX  570,223000.0,259000.0,Automatic,2017,8,2023-03-15 00:00:00
Land Rover  Range Rover  Sport,99000.0,235000.0,Automatic,2016,8,2023-03-15 00:00:00
Mitsubishi  Pajero  3.8,75000.0,59000.0,Automatic,2018,6,2023-03-15 00:00:00
Mitsubishi  Pajero  GLS,70000.0,67000.0,Automatic,2018,6,2023-03-15 00:00:00
Mitsubishi  Pajero  GLS,77000.0,48000.0,Automatic,2018,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR White Edition,157000.0,200000.0,Automatic,2017,8,2023-03-15 00:00:00
Lexus  LX  570 S,320000.0,60000.0,Automatic,2019,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR- Grand Touring,220000.0,85000.0,Automatic,2021,8,2023-03-15 00:00:00
Lexus  LX  570 S,295000.0,38000.0,Automatic,2018,8,2023-03-15 00:00:00
Cadillac  Escalade,133000.0,129000.0,Automatic,2017,8,2023-03-15 00:00:00
Land Rover  Range Rover  Vogue Super charged,180000.0,94000.0,Automatic,2017,6,2023-03-15 00:00:00
GMC  Sierra  2500 HD,59000.0,211000.0,Automatic,2012,8,2023-03-15 00:00:00
Nissan  Patrol  Safari,113000.0,75000.0,Manual,2019,6,2023-03-15 00:00:00
Suzuki  Jimny,66000.0,12000.0,Manual,2021,4,2023-03-15 00:00:00
BMW  X-Series  X5 M Competition,397000.0,22000.0,Automatic,2021,8,2023-03-15 00:00:00
Mercedes-Benz  E-Class  200,179000.0,25000.0,Automatic,2021,4,2023-03-15 00:00:00
Audi  Q8  RS,459000.0,43000.0,Automatic,2021,8,2023-03-15 00:00:00
Hyundai  Genesis,67000.0,129000.0,Automatic,2015,4,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,75000.0,234000.0,Automatic,2011,8,2023-03-15 00:00:00
GMC  Sierra,43000.0,205000.0,Automatic,2002,8,2023-03-15 00:00:00
Lexus  RX  350,59000.0,95000.0,Automatic,2013,6,2023-03-15 00:00:00
Mini  Cooper,130000.0,18000.0,Automatic,2021,4,2023-03-15 00:00:00
BMW  X-Series  X5,185000.0,49000.0,Automatic,2019,6,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,103000.0,370000.0,Automatic,2013,8,2023-03-15 00:00:00
Ford  Raptor,239000.0,30000.0,Automatic,2020,6,2023-03-15 00:00:00
BMW  7-Series  730 Li,119000.0,122000.0,Automatic,2017,6,2023-03-15 00:00:00
Toyota  Land Cruiser  LX,103000.0,51000.0,Manual,2021,6,2023-03-15 00:00:00
Ford  Bronco,269000.0,2500.0,Automatic,2021,6,2023-03-15 00:00:00
Ford  Bronco,229000.0,5000.0,Automatic,2021,6,2023-03-15 00:00:00
Audi  Q5  40 TFSI Quattro,49000.0,103000.0,Automatic,2016,4,2023-03-15 00:00:00
Mercedes-Benz  S-Class  400,137000.0,96000.0,Automatic,2015,6,2023-03-15 00:00:00
Porsche  Panamera  S,69000.0,117000.0,Automatic,2013,8,2023-03-15 00:00:00
Mercedes-Benz  Vito,169000.0,2400.0,Automatic,2018,4,2023-03-15 00:00:00
GMC  Sierra  1500,47000.0,255000.0,Automatic,2014,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,105000.0,348000.0,Automatic,2015,6,2023-03-15 00:00:00
Lexus  LX  570 S Black Edition,299000.0,124000.0,Automatic,2019,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,107000.0,388000.0,Automatic,2014,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR- Grand Touring,235000.0,17000.0,Automatic,2020,6,2023-03-15 00:00:00
Ford  F  150 FX4,165000.0,82000.0,Automatic,2021,6,2023-03-15 00:00:00
Mercedes-Benz  S-Class  450,219000.0,92000.0,Automatic,2018,6,2023-03-15 00:00:00
GMC  Yukon  Denali,243000.0,69000.0,Automatic,2021,8,2023-03-15 00:00:00
Nissan  Patrol  Pickup,103000.0,22000.0,Manual,2021,6,2023-03-15 00:00:00
Ford  Escape,45000.0,30000.0,Automatic,2019,4,2023-03-15 00:00:00
Mercedes-Benz  S-Class  400,135000.0,83000.0,Automatic,2015,6,2023-03-15 00:00:00
Lexus  LX  570,215000.0,239000.0,Automatic,2016,8,2023-03-15 00:00:00
Mercedes-Benz  Vito,169000.0,2100.0,Automatic,2018,4,2023-03-15 00:00:00
Lexus  LX  570,299000.0,150000.0,Automatic,2019,8,2023-03-15 00:00:00
Nissan  Patrol  Platinum,114000.0,171000.0,Automatic,2016,8,2023-03-15 00:00:00
Mercedes-Benz  S-Class  63 AMG,220000.0,126000.0,Automatic,2015,8,2023-03-15 00:00:00
Mercedes-Benz  S-Class  400 AMG,120000.0,80000.0,Automatic,2014,6,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,167000.0,91000.0,Automatic,2019,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,164000.0,133000.0,Automatic,2016,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,68000.0,450000.0,Automatic,2008,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,197000.0,20000.0,Automatic,2021,6,2023-03-15 00:00:00
Chevrolet  Silverado,35000.0,330000.0,Automatic,2012,8,2023-03-15 00:00:00
Toyota  Sequoia  Limited,39000.0,350000.0,Automatic,2009,8,2023-03-15 00:00:00
Lexus  IS  350 F,115000.0,56000.0,Automatic,2019,6,2023-03-15 00:00:00
Toyota  Prado  TXL,128000.0,90000.0,Automatic,2018,6,2023-03-15 00:00:00
Suzuki  Swift,35000.0,79000.0,Automatic,2020,4,2023-03-15 00:00:00
Hyundai  Creta,52000.0,77000.0,Automatic,2020,4,2023-03-15 00:00:00
BMW  X-Series  X5 M,389000.0,52000.0,Automatic,2020,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,138000.0,190000.0,Automatic,2014,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,193000.0,183000.0,Automatic,2018,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,189000.0,220000.0,Automatic,2019,8,2023-03-15 00:00:00
BMW  X-Series  X5,149000.0,51000.0,Automatic,2018,6,2023-03-15 00:00:00
Ford  Ranger  Wildtrak,115000.0,38500.0,Automatic,2020,6,2023-03-15 00:00:00
BMW  7-Series  750 Li,59000.0,26000.0,Automatic,2009,8,2023-03-15 00:00:00
Mercedes-Benz  S-Class  400,158000.0,86000.0,Automatic,2016,6,2023-03-15 00:00:00
Mercedes-Benz  E-Class  200,179000.0,21000.0,Automatic,2021,4,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,230000.0,47000.0,Automatic,2018,8,2023-03-15 00:00:00
Nissan  Patrol  LE,70000.0,227000.0,Automatic,2015,8,2023-03-15 00:00:00
Toyota  Hilux  SR5,74000.0,120000.0,Manual,2018,4,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,183000.0,194000.0,Automatic,2016,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,258000.0,92000.0,Automatic,2021,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,32000.0,488000.0,Automatic,2001,6,2023-03-15 00:00:00
GMC  Sierra  Elevation,115000.0,88000.0,Automatic,2019,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,37000.0,371000.0,Automatic,2005,6,2023-03-15 00:00:00
Land Rover  Range Rover  Vogue SE,130000.0,138000.0,Automatic,2014,8,2023-03-15 00:00:00
Audi  A8,250000.0,46000.0,Automatic,2019,8,2023-03-15 00:00:00
Mercedes-Benz  E-Class  200,135000.0,67000.0,Automatic,2019,4,2023-03-15 00:00:00
Mercedes-Benz  S-Class  450,259900.0,62000.0,Automatic,2019,6,2023-03-15 00:00:00
Land Rover  Range Rover  Velar,198000.0,39000.0,Automatic,2020,4,2023-03-15 00:00:00
Maserati  GranTurismo  S,115000.0,82000.0,Automatic,2013,8,2023-03-15 00:00:00
Mercedes-Benz  ML  400 AMG,75000.0,93000.0,Automatic,2015,6,2023-03-15 00:00:00
Mitsubishi  Pajero  3.5,16500.0,237000.0,Automatic,2002,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,45000.0,257000.0,Manual,2007,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,70000.0,396000.0,Automatic,2012,8,2023-03-15 00:00:00
Chevrolet  Tahoe  LT,99000.0,173000.0,Automatic,2017,8,2023-03-15 00:00:00
Ford  Raptor,189000.0,82000.0,Automatic,2018,6,2023-03-15 00:00:00
Mercedes-Benz  G-Class  63 AMG,595000.0,57000.0,Automatic,2020,8,2023-03-15 00:00:00
Nissan  Patrol  Platinum,229000.0,30000.0,Automatic,2020,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,175000.0,172000.0,Automatic,2019,8,2023-03-15 00:00:00
Nissan  Patrol  Nismo,319000.0,2000.0,Automatic,2021,8,2023-03-15 00:00:00
Mercedes-Benz  S-Class  450,289000.0,11000.0,Automatic,2019,6,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,194000.0,120000.0,Automatic,2018,8,2023-03-15 00:00:00
GMC  Sierra  Elevation,113000.0,109000.0,Automatic,2020,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,172000.0,91000.0,Automatic,2018,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,199000.0,29000.0,Automatic,2021,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR- Grand Touring S,248000.0,94000.0,Automatic,2020,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,225000.0,62000.0,Automatic,2021,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,172000.0,127000.0,Automatic,2018,6,2023-03-15 00:00:00
Suzuki  Jimny,63000.0,44000.0,Manual,2021,4,2023-03-15 00:00:00
Mercedes-Benz  S-Class  450,285000.0,17000.0,Automatic,2019,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,184000.0,91000.0,Automatic,2020,6,2023-03-15 00:00:00
Porsche  Cayenne  GTS,79000.0,245000.0,Automatic,2013,8,2023-03-15 00:00:00
Toyota  Land Cruiser  G,79000.0,230000.0,Automatic,2011,6,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,169000.0,237000.0,Automatic,2017,8,2023-03-15 00:00:00
Nissan  Patrol  Platinum,159000.0,113000.0,Automatic,2019,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,199000.0,13000.0,Automatic,2016,8,2023-03-15 00:00:00
Hyundai  Tucson,54000.0,76000.0,Automatic,2016,4,2023-03-15 00:00:00
Toyota  Land Cruiser  G,97000.0,266000.0,Automatic,2015,6,2023-03-15 00:00:00
Nissan  Patrol  SE,75000.0,285000.0,Automatic,2016,8,2023-03-15 00:00:00
Lexus  LX  570 S,275000.0,170000.0,Automatic,2018,8,2023-03-15 00:00:00
Nissan  Patrol  Platinum,85000.0,300000.0,Automatic,2014,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR- Grand Touring S,259000.0,35000.0,Automatic,2020,8,2023-03-15 00:00:00
Toyota  Hilux,60000.0,245000.0,Automatic,2016,4,2023-03-15 00:00:00
Toyota  Land Cruiser  G,94000.0,61000.0,Automatic,2011,6,2023-03-15 00:00:00
Land Rover  Range Rover  Sport Super charged,152000.0,147000.0,Automatic,2016,8,2023-03-15 00:00:00
Isuzu  D-Max,38000.0,290000.0,Manual,2015,4,2023-03-15 00:00:00
GMC  Sierra  SLE,68000.0,193000.0,Automatic,2014,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,199000.0,40000.0,Automatic,2021,6,2023-03-15 00:00:00
Ford  F  150,185000.0,26000.0,Automatic,2021,6,2023-03-15 00:00:00
Toyota  Land Cruiser  G,167000.0,70000.0,Automatic,2020,6,2023-03-15 00:00:00
Nissan  Patrol  Platinum,112000.0,142000.0,Automatic,2016,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,78000.0,153000.0,Automatic,2009,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR- Grand Touring,235000.0,61000.0,Automatic,2020,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,173000.0,155000.0,Automatic,2018,6,2023-03-15 00:00:00
Toyota  Camry  LE,93000.0,16000.0,Automatic,2021,4,2023-03-15 00:00:00
Toyota  Hilux,76000.0,57000.0,Manual,2021,4,2023-03-15 00:00:00
Toyota  Land Cruiser  GX,65000.0,356000.0,Automatic,2010,6,2023-03-15 00:00:00
GMC  Sierra  AT4,115000.0,87200.0,Automatic,2019,8,2023-03-15 00:00:00
Chevrolet  Tahoe  LT,35000.0,179000.0,Automatic,2011,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,127000.0,265000.0,Automatic,2015,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,208000.0,50000.0,Automatic,2021,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,55000.0,201000.0,Automatic,2009,6,2023-03-15 00:00:00
Toyota  Sequoia  SR5,33000.0,356000.0,Automatic,2010,8,2023-03-15 00:00:00
GMC  Sierra  Elevation,149000.0,51000.0,Automatic,2021,8,2023-03-15 00:00:00
Ford  Raptor,169000.0,168000.0,Automatic,2018,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,210000.0,114000.0,Automatic,2019,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,159000.0,112000.0,Automatic,2018,6,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,153000.0,260000.0,Automatic,2016,8,2023-03-15 00:00:00
Lexus  LX  570 S Black Edition,280000.0,146000.0,Automatic,2019,8,2023-03-15 00:00:00
Jeep  Grand Cherokee  Limited,155000.0,2900.0,Automatic,2021,8,2023-03-15 00:00:00
Hummer  H2,55000.0,175000.0,Automatic,2006,8,2023-03-15 00:00:00
BMW  X-Series  X4,104999.0,82900.0,Automatic,2017,4,2023-03-15 00:00:00
Dodge  Challenger  R/T,149500.0,35500.0,Automatic,2021,8,2023-03-15 00:00:00
Ford  Ranger,41500.0,50000.0,Manual,2016,4,2023-03-15 00:00:00
Lexus  LX  570 S Black Edition,299000.0,130000.0,Automatic,2019,8,2023-03-15 00:00:00
Jeep  Gladiator  Sport,139000.0,200.0,Automatic,2020,6,2023-03-15 00:00:00
Ford  Bronco  Badlands,239000.0,100.0,Automatic,2021,4,2023-03-15 00:00:00
Peugeot  301,22500.0,40000.0,Automatic,2017,4,2023-03-15 00:00:00
Mercedes-Benz  G-Class  63 AMG,559000.0,71000.0,Automatic,2019,8,2023-03-15 00:00:00
Mitsubishi  Pajero  3.8,73000.0,72000.0,Automatic,2018,6,2023-03-15 00:00:00
Mercedes-Benz  CLA  45 AMG,145000.0,44000.0,Automatic,2018,4,2023-03-15 00:00:00
Volkswagen  Jetta,30000.0,87106.0,Automatic,2019,4,2023-03-15 00:00:00
BMW  3-Series  320i,127000.0,65000.0,Automatic,2020,4,2023-03-15 00:00:00
Mercedes-Benz  GLS  500,229000.0,42000.0,Automatic,2019,8,2023-03-15 00:00:00
Toyota  Hiace,65000.0,257000.0,Manual,2018,4,2023-03-15 00:00:00
BMW  7-Series  740 Li,239000.0,53700.0,Automatic,2020,6,2023-03-15 00:00:00
Mercedes-Benz  E-Class  55 AMG,50000.0,145000.0,Automatic,2003,8,2023-03-15 00:00:00
Lexus  LX  570 supercharger,290000.0,62000.0,Automatic,2014,8,2023-03-15 00:00:00
Toyota  Land Cruiser  VXR,68500.0,289000.0,Automatic,2009,8,2023-03-15 00:00:00
Toyota  Land Cruiser  GXR,160000.0,222000.0,Automatic,2016,8,2023-03-15 00:00:00
